SKU,Name,Units,Price,Description,Status,Sub-units of pack,Qty per pack,Sub-unit price,Is price by weight,Weight unit,Price per weight unit,Typical weight,Unit of typical weight,Parcel Length,Parcel Width,Parcel Height,Distance Unit,Internal product note,Barcode,Major Code,Taxable_x,Expires,Inventory,Commissary Item,Record Id,Item Type,ID,Available,Category,Inventory Unit Of Measure,Selling Unit Of Measure,Order Guides,Cost,Markup,Selling Price,Source Item,Sales Account,Taxable_y
OTF873,Sandwich - CURRY CHICKEN SALAD SANDWICH,each,4.75,"Herb crusted, roasted and hand carved chicken breast tossed with onions, celery, raisins, and our special curry dressing, with lettuce and tomatoes on multigrain bread",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Sandwich Curry Chicken Salad,452,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.5967,50,3.9,OTF Sandwich Curry Chicken Salad,4104 - Grab & Go Food Sales,FALSE
OTF875,Sandwich - CURRY CHICKPEA SANDWICH,each,5.25,"Curry chickpea salad, lettuce, and roasted tomatoes on a fresh baked baguette",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,N,,,OTF Sandwich Curry Chickpea,451,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,1.8658,50,2.8,OTF Sandwich Curry Chickpea,4104 - Grab & Go Food Sales,FALSE
OTF1100,Sandwich - HAM & CHEDDAR,1,4.75,"Ham, cheddar cheese, garlic aioli, lettuce, and tomatoes on old fashioned white bread",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,N,,,OTF Sandwich Ham & Cheddar,436,Recipe,,TRUE,Grab & Go,Each,Each,,2.2806,50,3.42,OTF Sandwich Ham & Cheddar,4104 - Grab & Go Food Sales,FALSE
OTF1101,Sandwich - HAM & CHEDDAR ON PRETZEL ROLL,1,5.75,"Ham, cheddar cheese, dijonnaise, lettuce, and tomatoes on a fresh baked pretzel roll",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,N,,,OTF Sandwich Ham & Cheddar on Pretzel Roll,443,Recipe,,TRUE,Grab & Go,Each,Each,,2.3358,50,3.5,OTF Sandwich Ham & Cheddar on Pretzel Roll,4104 - Grab & Go Food Sales,FALSE
OTF1001,Sandwich - PEANUT BUTTER & JELLY,each,4.25,Creamy peanut butter and strawberry jelly on old fashioned white bread,Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,N,,,OTF Sandwich Peanut Butter & Jelly,444,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,1.7501,50,2.63,OTF Sandwich Peanut Butter & Jelly,4104 - Grab & Go Food Sales,FALSE
OTF705,Sandwich - PEANUT BUTTER & NUTELLA SANDWICH,each,4.5,Creamy peanut butter and nutella on old fashioned white bread.,Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Sandwich Peanut Butter & Nutella,445,Recipe,,TRUE,Grab & Go,Each,Each,,1.844,50,2.77,OTF Sandwich Peanut Butter & Nutella,4104 - Grab & Go Food Sales,FALSE
OTF704,Sandwich - ROAST BEEF & PROVOLONE SANDWICH,each,5.5,"Herb crusted, roasted and hand carved beef, provolone, garlic aioli, lettuce, onions and tomatoes on multigrain bread.",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Sandwich Roast Beef & Provolone,435,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.4712,50,3.71,OTF Sandwich Roast Beef & Provolone,4104 - Grab & Go Food Sales,FALSE
OTF703,Sandwich - ROAST BEEF BAGUETTE SANDWICH,each,5.95,"Herb crusted, roasted and hand carved beef, herbed cheese, sun dried tomatoes, caramelized onions and arugula on a fresh baked baguette.",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Sandwich Roast Beef Baguette,446,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,3.1494,50,4.72,OTF Sandwich Roast Beef Baguette,4104 - Grab & Go Food Sales,FALSE
OTF871,Sandwich - ROAST CHICKEN SANDWICH,each,7.07,"Herb crusted, roasted and hand carved chicken breasts with provolone, nut free basil “pesto” aioli, tomatoes and spinach on a fresh baked baguette",Disabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,N,,,OTF Sandwich SW Chicken,442,Recipe,,TRUE,Grab & Go,Each,Each,PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***,2.4514,50,3.68,OTF Sandwich SW Chicken,4104 - Grab & Go Food Sales,FALSE
OTF1102,Sandwich - TRADITIONAL CHICKEN SALAD SANDWICH,1,4.5,"Herb crusted, roasted and hand carved chicken breast tossed with onions, celery, and our secret dressing, with lettuce and tomatoes on old fashioned white bread",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,N,,,OTF Sandwich Traditional Chicken Salad,447,Recipe,,TRUE,Grab & Go,Each,Each,,2.3354,50,3.5,OTF Sandwich Traditional Chicken Salad,4104 - Grab & Go Food Sales,FALSE
OTF879.1,"Sandwich - TURKEY, HAM & SWISS SANDWICH",each,5.5,"Herb crusted, roasted and hand carved turkey breast, ham, Swiss cheese, dijonaise, lettuce, and tomatoes on multigrain bread",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,"OTF Sandwich Turkey, Ham & Swiss",453,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.2152,50,3.32,"OTF Sandwich Turkey, Ham & Swiss",4104 - Grab & Go Food Sales,FALSE
PASTRY4010,Savory Croissant - Ham & Cheese (6),case,23.7,,Enabled,,,,FALSE,lb,,,lb,,,,in,,,,N,,,PASTRY Croissant Ham & Cheese,45,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,10.2331,50,15.35,PASTRY ITEM Croissant Ham & Cheese,4108 - Bakeshop Pastry Sales,FALSE
PASTRY6000,Savory Hand Pie - Buffalo Chicken (6),case,22.5,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,N,,,Z - Savory Hand Pie - Buffalo Chicken (6),330,Purchase,,TRUE,Pastry,Each,Case - 6/CT,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,22.5,0,22.5,Z - Savory Hand Pie - Buffalo Chicken (6),4101 - Pastry Sales,FALSE
PASTRY4013,Scone - GF Blueberry Drop Scone (3),case,7.35,,Enabled,,,,FALSE,lb,,0,lb,,,,in,,,,N,,,OTF Blueberry Drop Scone,511,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,0.9776,50,1.47,OTF Blueberry Drop Scone,4108 - Bakeshop Pastry Sales,FALSE
OTF830,"Side Salad - ""PESTO"" PASTA",each,3.25,Bowtie pasta with spinach and tomatoes tossed with our nut free “pesto” aioli and sprinkled with parmesan,Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Side Salad Pesto Pasta,6,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.1759,50,1.76,OTF Side Salad Pesto Pasta,4104 - Grab & Go Food Sales,FALSE
OTF831,Side Salad - ASIAN SLAW,each,3.05,"Hearty, healthy and refreshing salad of carrots, purple cabbage, green cabbage, red onions, cilantro, roasted peanuts, toasted sesame seeds and a sesame vinaigrette",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Side Salad Asian Slaw,9,Recipe,,TRUE,Grab & Go,Each,Each,,1.4392,50,2.16,OTF Side Salad Asian Slaw,4104 - Grab & Go Food Sales,FALSE
OTF833,Side Salad - BUFFALO CHICKEN SIDE SALAD,each,7.5,"Herb roasted chicken breast, red onions, celery, bleu cheese and our secret buffalo dressing",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Side Salad Buffalo Chicken,458,Recipe,,TRUE,Grab & Go,Each,Each,,2.0327,50,3.05,OTF Side Salad Buffalo Chicken,4104 - Grab & Go Food Sales,FALSE
OTF834,Side Salad - CLASSIC POTATO SALAD,each,3.05,"Our O&F classic potato salad with red onions, celery, hard boiled eggs in our secret dressing",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Side Salad Classic Potato,8,Recipe,,TRUE,Grab & Go,Each,Each,,1.7529,50,2.63,OTF Side Salad Classic Potato,4104 - Grab & Go Food Sales,FALSE
OTF832,Side Salad - CURRY CHICKEN SALAD,each,7.5,"Roast chicken breasts tossed with onions, celery, raisins and our special curry dressing",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Side Salad Curry Chicken,457,Recipe,,TRUE,Grab & Go,Each,Each,,2.608,50,3.91,OTF Side Salad Curry Chicken,4104 - Grab & Go Food Sales,FALSE
OTF719,Side Salad - CURRY CHICKPEA SIDE SALAD,each,3.15,"Chickpeas, carrots, celery, onions, cilantro, raisins and a blend of spices on a bed of greens.",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Side Salad Curry Chickpea,459,Recipe,,TRUE,Grab & Go,Each,Each,,1.3333,50,2,OTF Side Salad Curry Chickpea,4104 - Grab & Go Food Sales,FALSE
OTF717,Side Salad - MEDITERRANEAN PASTA SIDE SALAD,each,3.25,"Penne pasta with tomatoes, red onions, cucumbers, capers, olives and parsley tossed with an herb dressing and sprinkled with feta.",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Mediterranean Pasta Salad Side,579,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.0964,50,3.14,OTF Mediterranean Pasta Salad Side,4104 - Grab & Go Food Sales,FALSE
OTF826,Snack Box - BUFFALO CHICKEN SALAD SNACK BOX,each,5.25,"Herb roasted chicken breast, red onions, celery, bleu cheese and our secret buffalo dressing, with grape tomatoes, cucumbers and GF crackers",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Snack Box Buffalo Chicken Salad,461,Recipe,,TRUE,Grab & Go,Each,Each,,2.1441,50,3.22,OTF Snack Box Buffalo Chicken Salad,4104 - Grab & Go Food Sales,FALSE
OTF721,Snack Box - FRESH SEASONAL BERRIES,each,3.95,Fresh seasonal berries.,Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Snack Box Fresh Seasonal Berries,19,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.6481,50,2.47,OTF Snack Box Fresh Seasonal Berries,4104 - Grab & Go Food Sales,FALSE
OTF722,Snack Box - HARD BOILED EGGS,each,2.95,"Two hard boiled eggs, salt and pepper on a bed of greens.",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Snack Box Hard Boiled Eggs,433,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.2056,50,3.31,OTF Snack Box Hard Boiled Eggs,4104 - Grab & Go Food Sales,FALSE
OTF825,Snack Box - HUMMUS & VEGGIES SNACK BOX,each,4.5,"Traditional house made hummus with fresh cut carrots, celery and grape tomatoes",Enabled,,,,FALSE,lb,,0,lb,,,,in,,8.50007E+11,,N,,,OTF Snack Box Hummus & Veggies,38,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.075,50,3.11,OTF Snack Box Hummus & Veggies,4104 - Grab & Go Food Sales,FALSE
OTF1002,Snack Box - SEEDLESS GRAPES,each,3.5,1/2 pound of fresh seasonal seedless grapes,Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,N,,,OTF Snack Box Seedless Grapes,5,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.6512,50,2.48,OTF Snack Box Seedless Grapes,4104 - Grab & Go Food Sales,FALSE
PASTRY1021,Tart - Lemon Meringue (6),case,18.98,,Enabled,,,,FALSE,lb,,0,lb,,,,in,,,,,,,Z - Lemon Meringue Tart,127,Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,18.98,0,18.98,Z - Lemon Meringue Tart,4108 - Bakeshop Pastry Sales,FALSE
OF50,Tart - Pear Almond (6),case,25.12,,Enabled,,,,FALSE,lb,,0,lb,,,,in,,,,,,,Z - Tart - Pear Almond (6),151,Purchase,,TRUE,Pastry,Pack (6 CT),Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,18,0,18,Z - Tart - Pear Almond (6),4108 - Bakeshop Pastry Sales,FALSE
PASTRY1041,Twinkie - White Chocolate Dipped,pack,15.75,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,Z - Twinkie - White Chocolate Dipped (6),337,Purchase,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,15.75,0,15.75,Z - Twinkie - White Chocolate Dipped (6),4100 - Food Sales,FALSE
OFCook,UNIFORM - Cook Shirt,1,16.99,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM Cook Shirt L,374,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,23,23,UNIFORM Cook Shirt L,4202 - Retail Merchandise Sales,FALSE
OF35,Uniform - Apron,each,10,,Disabled,,,,FALSE,lb,,0,lb,,,,in,,,,,,,UNIFORM Apron,371,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,30,30,UNIFORM Apron,4202 - Retail Merchandise Sales,FALSE
OFBib,Uniform - Apron Bib,each,50,Full size bib apron,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM Apron,371,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,30,30,UNIFORM Apron,4202 - Retail Merchandise Sales,FALSE
OFBallhat,Uniform - Baseball Hat,o/s,5.86,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM Baseball Hat,396,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,10,10,UNIFORM Baseball Hat,4202 - Retail Merchandise Sales,FALSE
OFmpolo,Uniform - Mens Polo,medium,14.72,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM Polo M,380,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo M,4202 - Retail Merchandise Sales,FALSE
OFmpolo,Uniform - Mens Polo,large,14.72,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM Polo M,380,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo M,4202 - Retail Merchandise Sales,FALSE
OFmpolo,Uniform - Mens Polo,xx-large,14.72,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM Polo M,380,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo M,4202 - Retail Merchandise Sales,FALSE
OFmpolo,Uniform - Mens Polo,x-large,14.72,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM Polo M,380,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,15,15,UNIFORM Polo M,4202 - Retail Merchandise Sales,FALSE
OFWomens,Uniform - Women's Shirt,large,11.45,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM SS Womens S,386,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens S,4202 - Retail Merchandise Sales,FALSE
OFWomens,Uniform - Women's Shirt,small,11.45,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM SS Womens S,386,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens S,4202 - Retail Merchandise Sales,FALSE
OFWomens,Uniform - Women's Shirt,medium,11.45,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM SS Womens S,386,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens S,4202 - Retail Merchandise Sales,FALSE
OFWomens,Uniform - Women's Shirt,x-large,11.45,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM SS Womens S,386,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens S,4202 - Retail Merchandise Sales,FALSE
OFwpolo,Uniform - Womens Polo,large,14.72,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM SS Womens L,384,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens L,4202 - Retail Merchandise Sales,FALSE
OFwpolo,Uniform - Womens Polo,x-large,14.72,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM SS Womens L,384,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens L,4202 - Retail Merchandise Sales,FALSE
OFwpolo,Uniform - Womens Polo,small,14.72,,Disabled,,,,FALSE,lb,,,lb,,,,in,,,,,,,UNIFORM SS Womens L,384,Purchase,,TRUE,Retail,Each,Each,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,7,7,UNIFORM SS Womens L,4202 - Retail Merchandise Sales,FALSE
OTF706,Wrap - TURKEY ARTICHOKE WRAP,each,5.75,"Herb roasted turkey, sun dried tomatoes, artichokes, herbed cheese, garlic aioli, wrapped with lettuce in a white tortilla.",Enabled,,,,FALSE,lb,,,lb,,,,in,,8.50007E+11,,,,,OTF Wrap Turkey & Artichoke,27,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.0183,50,3.03,OTF Wrap Turkey & Artichoke,4104 - Grab & Go Food Sales,FALSE