Record Id,Commissary Item,Item Type,ID,Available,Category,Inventory Unit Of Measure,Selling Unit Of Measure,Order Guides,Cost,Markup,Selling Price,Source Item,Sales Account,Taxable
505,BREAD O&F Rosemary Garlic Loaf,Recipe,,TRUE,Prepped Food,Loaf,Loaf,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,2.1116,50,3.17,BREAD O&F Rosemary Garlic Loaf,4100 - Food Sales,FALSE
305,BTLD JUICE Antioxidants Wellness Shot (Bottle),Purchase,,TRUE,Bottled Juice,Bottle (2 Oz-fl),Case - 15/Bottle (2 Oz-fl),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",33.75,42.75,42.75,BTLD JUICE Antioxidants Wellness Shot (Bottle),4134 - Bottled Juice Sales,FALSE
304,BTLD JUICE Classic Green (Bottle),Purchase,,TRUE,Bottled Juice,Bottle (12 Oz-fl),Case - 9/Bottle (12 Oz-fl),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",31.05,36,36,BTLD JUICE Classic Green (Bottle),4134 - Bottled Juice Sales,FALSE
303,BTLD JUICE Clean Carbon (Bottle),Purchase,,TRUE,Bottled Juice,Bottle (12 Oz-fl),Case - 9/Bottle (12 Oz-fl),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",31.05,36,36,BTLD JUICE Clean Carbon (Bottle),4134 - Bottled Juice Sales,FALSE
302,BTLD JUICE Deeply Rooted (Bottle),Purchase,,TRUE,Bottled Juice,Bottle (12 Oz-fl),Case - 9/Bottle (12 Oz-fl),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",31.05,36,36,BTLD JUICE Deeply Rooted (Bottle),4134 - Bottled Juice Sales,FALSE
301,BTLD JUICE Immunity Boost (Bottle),Purchase,,TRUE,Bottled Juice,Bottle (12 Oz-fl),Case - 9/Bottle (12 Oz-fl),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",31.05,36,36,BTLD JUICE Immunity Boost (Bottle),4134 - Bottled Juice Sales,FALSE
300,BTLD JUICE Inflammation Wellness Shot (Bottle),Purchase,,TRUE,Bottled Juice,Bottle (2 Oz-fl),Case - 15/Bottle (2 Oz-fl),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",33.75,42.75,42.75,BTLD JUICE Inflammation Wellness Shot (Bottle),4134 - Bottled Juice Sales,FALSE
299,BTLD JUICE Just Orange (Bottle),Purchase,,TRUE,Bottled Juice,Bottle (12 Oz-fl),Case - 9/Bottle (12 Oz-fl),"PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***, PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",31.05,33.75,33.75,BTLD JUICE Just Orange (Bottle),4134 - Bottled Juice Sales,FALSE
53,DELIVERY CHARGE Pastry,Purchase,,TRUE,Pastry,Each,Each,"PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***, MNKY ITEMS ***ADMIN USE ONLY***",0,10,10,DELIVERY CHARGE Pastry,4108 - Bakeshop Pastry Sales,FALSE
498,HOLIDAY Buttermilk Rolls,Recipe,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0,3,3,HOLIDAY Buttermilk Rolls,4106 - Comm Prepped Food Sales,FALSE
503,HOLIDAY Garlic Mashed Potatoes,Recipe,,TRUE,MNKY,Quart,Quart,MNKY ITEMS ***ADMIN USE ONLY***,0,3,3,HOLIDAY Garlic Mashed Potatoes,4106 - Comm Prepped Food Sales,FALSE
499,HOLIDAY Green Chili Cornbread,Recipe,,TRUE,MNKY,Quart,Quart,MNKY ITEMS ***ADMIN USE ONLY***,0,3,3,HOLIDAY Green Chili Cornbread,4106 - Comm Prepped Food Sales,FALSE
494,HOLIDAY Honey Butter,Recipe,,TRUE,MNKY,Cup,Cup,MNKY ITEMS ***ADMIN USE ONLY***,0,2,2,HOLIDAY Honey Butter,4106 - Comm Prepped Food Sales,FALSE
574,HOLIDAY Hot Chocolate Bomb,Recipe,,TRUE,,Each,Each,,0,0,0,HOLIDAY Hot Chocolate Bomb,4130 - N/A Bev Sales,FALSE
497,HOLIDAY Mushroom Gravy,Recipe,,TRUE,MNKY,Pint,Pint,MNKY ITEMS ***ADMIN USE ONLY***,0,3,3,HOLIDAY Mushroom Gravy,4106 - Comm Prepped Food Sales,FALSE
496,HOLIDAY Orange Cranberry Chutney,Recipe,,TRUE,MNKY,Pint,Pint,MNKY ITEMS ***ADMIN USE ONLY***,0,3,3,HOLIDAY Orange Cranberry Chutney,4106 - Comm Prepped Food Sales,FALSE
501,HOLIDAY Roasted Vegetables,Recipe,,TRUE,MNKY,Quart,Quart,MNKY ITEMS ***ADMIN USE ONLY***,0,2,2,HOLIDAY Roasted Vegetables,4106 - Comm Prepped Food Sales,FALSE
500,HOLIDAY Sweet Potatoes,Recipe,,TRUE,MNKY,Quart,Quart,MNKY ITEMS ***ADMIN USE ONLY***,0,4,4,HOLIDAY Sweet Potatoes,4106 - Comm Prepped Food Sales,FALSE
495,HOLIDAY Truffle Butter,Recipe,,TRUE,MNKY,Cup,Cup,MNKY ITEMS ***ADMIN USE ONLY***,0,2,2,HOLIDAY Truffle Butter,4106 - Comm Prepped Food Sales,FALSE
502,HOLIDAY Truffled Mac & Cheese,Recipe,,TRUE,MNKY,Quart,Quart,MNKY ITEMS ***ADMIN USE ONLY***,0,4,4,HOLIDAY Truffled Mac & Cheese,4106 - Comm Prepped Food Sales,FALSE
417,MI Banana Walnut Bread,Recipe,,TRUE,Pastry,Each,Loaf,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,12,50,18,MI Banana Walnut Bread,4108 - Bakeshop Pastry Sales,FALSE
423,MI Blueberry Scone,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,1.3428,50,2.01,MI Blueberry Scone,4108 - Bakeshop Pastry Sales,FALSE
82,MI Bread Zucchini,Recipe,,TRUE,Pastry,Each,Loaf,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,6.7073,50,10.06,PASTRY Bread Zucchini,4108 - Bakeshop Pastry Sales,FALSE
408,MI Brownie Righteous,Recipe,,TRUE,Pastry,Each,Pack (12 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,10.6884,50,16.03,MI Brownie Righteous,4108 - Bakeshop Pastry Sales,FALSE
410,MI Chocolate Peanut Butter Bar,Recipe,,TRUE,Pastry,Each,Pack (12 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,11.4064,50,17.11,MI Chocolate Peanut Butter Bar,4108 - Bakeshop Pastry Sales,FALSE
414,MI Double Chocolate Cookie,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,4.5087,50,6.76,MI Double Chocolate Cookie,4108 - Bakeshop Pastry Sales,FALSE
422,MI Jalapeno Cheddar Scone,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,2.7999,50,4.2,MI Jalapeno Cheddar Scone,4108 - Bakeshop Pastry Sales,FALSE
411,MI Lemon Bar,Recipe,,TRUE,Pastry,Each,Pack (12 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,11.5006,50,17.25,MI Lemon Bar,4108 - Bakeshop Pastry Sales,FALSE
419,MI Lemon Poppyseed Bread,Recipe,,TRUE,Pastry,Each,Loaf,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,1.9114,50,2.87,MI Lemon Poppyseed Bread,4108 - Bakeshop Pastry Sales,FALSE
424,MI Oatmeal Jar,Recipe,,TRUE,Retail Food,Each,Pack (6 CT),RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,12.8551,55,19.93,MI Oatmeal Jar,4201 - Retail Food Sales,FALSE
416,MI Oatmeal Raisin Cookie,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,4.3464,50,6.52,MI Oatmeal Raisin Cookie,4108 - Bakeshop Pastry Sales,FALSE
413,MI Peanut Butter Cookie,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,2.945,50,4.42,MI Peanut Butter Cookie,4108 - Bakeshop Pastry Sales,FALSE
418,MI Pumpkin Bread,Recipe,,TRUE,Pastry,Each,Loaf,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,4.7113,50,7.07,MI Pumpkin Bread,4108 - Bakeshop Pastry Sales,FALSE
425,MI Rosemary Kouign-Amann,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,2.9733,50,4.46,MI Rosemary Kouign-Amann,4108 - Bakeshop Pastry Sales,FALSE
412,MI Salted Chocolate Chip Cookie,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,6.7963,50,10.19,MI Salted Chocolate Chip Cookie,4108 - Bakeshop Pastry Sales,FALSE
409,MI Sprinkle Doodle Cookie,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,2.0484,50,3.07,MI Sprinkle Doodle Cookie,4108 - Bakeshop Pastry Sales,FALSE
415,MI Toffee Butterscotch Cookie,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,6.5285,50,9.79,MI Toffee Butterscotch Cookie,4108 - Bakeshop Pastry Sales,FALSE
420,MI Vegan Chocolate Date Bar,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,14.8671,50,22.3,MI Vegan Chocolate Date Bar,4108 - Bakeshop Pastry Sales,FALSE
407,MI Vegan Fruit Crumble Bar,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,8.2573,50,12.39,MI Vegan Fruit Crumble Bar,4108 - Bakeshop Pastry Sales,FALSE
307,MNKY Bar Tray,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,30,0,30,MNKY Bar Tray,4100 - Food Sales,FALSE
323,MNKY Berries On Cake Upcharge,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,7.5,0,7.5,MNKY Berries On Cake Upcharge,4100 - Food Sales,FALSE
328,MNKY Brownie Tray,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,24.5,0,24.5,MNKY Brownie Tray,4100 - Food Sales,FALSE
327,"MNKY Cake 10""",Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,60,0,60,"MNKY Cake 10""",4100 - Food Sales,FALSE
326,"MNKY Cake 6""",Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,33.75,0,33.75,"MNKY Cake 6""",4100 - Food Sales,FALSE
325,"MNKY Cake 8""",Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,41.25,0,41.25,"MNKY Cake 8""",4100 - Food Sales,FALSE
324,MNKY Chocolate Plaque Upcharge,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,2.25,0,2.25,MNKY Chocolate Plaque Upcharge,4100 - Food Sales,FALSE
322,MNKY Coffee Cake,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,33.75,0,33.75,MNKY Coffee Cake,4100 - Food Sales,FALSE
318,MNKY Cookie Box (12),Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,13.5,0,13.5,MNKY Cookie Box (12),4100 - Food Sales,FALSE
321,MNKY Croissant Tray,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,41.25,0,41.25,MNKY Croissant Tray,4100 - Food Sales,FALSE
320,MNKY Cupcakes (12),Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,40.5,0,40.5,MNKY Cupcakes (12),4100 - Food Sales,FALSE
319,MNKY Cupcakes (24),Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,76.5,0,76.5,MNKY Cupcakes (24),4100 - Food Sales,FALSE
317,MNKY GF/VEGAN Cake Upcharge,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,7.5,0,7.5,MNKY GF/VEGAN Cake Upcharge,4100 - Food Sales,FALSE
315,MNKY Lunchbox Cookie,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0.5,0,0.5,MNKY Lunchbox Cookie,4100 - Food Sales,FALSE
314,MNKY Macaron Sleeve,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,22.5,0,22.5,MNKY Macaron Sleeve,4100 - Food Sales,FALSE
316,MNKY Muffin Tray,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,18,0,18,MNKY Muffin Tray,4100 - Food Sales,FALSE
313,MNKY Pastry Tray,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,33,0,33,MNKY Pastry Tray,4100 - Food Sales,FALSE
312,MNKY Pie,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,24.75,0,24.75,MNKY Pie,4100 - Food Sales,FALSE
311,MNKY Quiche,Purchase,,TRUE,MNKY,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,24.75,0,24.75,MNKY Quiche,4100 - Food Sales,FALSE
298,NA BEV Juice Classic Green (Bulk),Purchase,,TRUE,Juice,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,29,50,43.5,NA BEV Juice Classic Green (Bulk),4130 - N/A Bev Sales,FALSE
294,NA BEV Juice Clean Carbon (Bulk),Purchase,,TRUE,Juice,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,29,50,43.5,NA BEV Juice Clean Carbon (Bulk),4130 - N/A Bev Sales,FALSE
297,NA BEV Juice Deeply Rooted (Bulk),Purchase,,TRUE,Juice,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,29,50,43.5,NA BEV Juice Deeply Rooted (Bulk),4130 - N/A Bev Sales,FALSE
296,NA BEV Juice Immunity Boost (Bulk),Purchase,,TRUE,Juice,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,29,50,43.5,NA BEV Juice Immunity Boost (Bulk),4130 - N/A Bev Sales,FALSE
295,NA BEV Juice Just Orange (Bulk),Purchase,,TRUE,Juice,Gallon,Gallon,PREP CATALOG ***11AM CUTOFF FOR NEXT DAY DELIVERY***,29,50,43.5,NA BEV Juice Just Orange (Bulk),4130 - N/A Bev Sales,FALSE
115,O&F Yellow Bag,Purchase,,TRUE,Supply,Case - 1000/CT,Case - 1000/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,10,10,TO GO Yellow O&F Bag,4202 - Retail Merchandise Sales,FALSE
551,OTF Banana Walnut Bread,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.0828,50,1.62,OTF Banana Walnut Bread,4108 - Bakeshop Pastry Sales,FALSE
510,"OTF Birthday Cake (3"")",Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,2.494,50,3.74,"OTF Birthday Cake (3"")",4108 - Bakeshop Pastry Sales,FALSE
528,"OTF Black Forest Cake (3"")",Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,2.5903,50,3.89,"OTF Black Forest Cake (3"")",4108 - Bakeshop Pastry Sales,FALSE
511,OTF Blueberry Drop Scone,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,0.9776,50,1.47,OTF Blueberry Drop Scone,4108 - Bakeshop Pastry Sales,FALSE
507,OTF Blueberry Muffin,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,2.28,50,3.42,OTF Blueberry Muffin,4108 - Bakeshop Pastry Sales,FALSE
441,OTF Breakfast Caprese Sandwich,Recipe,,TRUE,Grab & Go,Each,Each,,1.2272,50,1.84,OTF Breakfast Caprese Sandwich,4104 - Grab & Go Food Sales,FALSE
40,OTF Breakfast Sandwich Classic,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.2041,50,1.81,OTF Breakfast Classic Sandwich,4106 - Comm Prepped Food Sales,FALSE
32,OTF Burrito Breakfast Bacon,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",2.0155,50,3.02,OTF Burrito Breakfast Bacon,4106 - Comm Prepped Food Sales,FALSE
449,OTF Burrito Breakfast Chorizo,Recipe,,TRUE,Grab & Go,Each,Each,PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***,2.3829,50,3.57,OTF Burrito Breakfast Chorizo,4106 - Comm Prepped Food Sales,FALSE
33,OTF Burrito Breakfast Egg & Cheese,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.8593,50,2.79,OTF Burrito Breakfast Egg & Cheese,4106 - Comm Prepped Food Sales,FALSE
530,OTF Cheesecake Fruit Topped,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,3.3823,50,5.07,OTF Cheesecake Fruit Topped,4108 - Bakeshop Pastry Sales,FALSE
576,"OTF Chicken ""Pesto"" Fettuccine Bowl",Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,3.3972,0,3.4,"OTF Chicken ""Pesto"" Fettuccine Bowl",4104 - Grab & Go Food Sales,FALSE
514,OTF Chocolate Fudge Cake,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,2.6554,50,3.98,OTF Chocolate Fudge Cake,4108 - Bakeshop Pastry Sales,FALSE
569,OTF Chocolate Mallo Bar,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.9579,50,2.94,OTF Chocolate Mallo Bar,4108 - Bakeshop Pastry Sales,FALSE
529,OTF Cinnamon Cream Muffin,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.5312,50,2.3,OTF Cinnamon Cream Muffin,4108 - Bakeshop Pastry Sales,FALSE
531,OTF Cinnamon Roll,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.8404,50,2.76,OTF Cinnamon Roll,4108 - Bakeshop Pastry Sales,FALSE
535,OTF Coffee Cake,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.5844,50,2.38,OTF Coffee Cake,4108 - Bakeshop Pastry Sales,FALSE
546,"OTF Cookie Big ""O""",Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.8686,50,2.8,"OTF Cookie Big ""O""",4108 - Bakeshop Pastry Sales,FALSE
540,OTF Cookie Chocolate Chip,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.6627,50,2.49,OTF Cookie Chocolate Chip,4108 - Bakeshop Pastry Sales,FALSE
541,OTF Cookie Double Chocolate,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.2814,50,1.92,OTF Cookie Double Chocolate,4108 - Bakeshop Pastry Sales,FALSE
542,OTF Cookie Oatmeal Raisin,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.2544,50,1.88,OTF Cookie Oatmeal Raisin,4108 - Bakeshop Pastry Sales,FALSE
544,OTF Cookie Peanut Butter,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.0208,50,1.53,OTF Cookie Peanut Butter,4108 - Bakeshop Pastry Sales,FALSE
543,OTF Cookie Sprinkledoodle,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,0.8714,50,1.31,OTF Cookie Sprinkledoodle,4108 - Bakeshop Pastry Sales,FALSE
545,OTF Cookie Toffee Butterscotch,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.6181,50,2.43,OTF Cookie Toffee Butterscotch,4108 - Bakeshop Pastry Sales,FALSE
536,OTF Cream Puff,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.5673,50,2.35,OTF Cream Puff,4108 - Bakeshop Pastry Sales,FALSE
