Record Id,Commissary Item,Item Type,ID,Available,Category,Inventory Unit Of Measure,Selling Unit Of Measure,Order Guides,Cost,Markup,Selling Price,Source Item,Sales Account,Taxable
462,OTF Snack Box Cheese Board,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.6889,50,4.03,OTF Snack Box Cheese Board,4104 - Grab & Go Food Sales,FALSE
34,OTF Snack Box Egg Salad,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.0088,50,3.01,OTF Snack Box Egg Salad,4104 - Grab & Go Food Sales,FALSE
19,OTF Snack Box Fresh Seasonal Berries,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.6481,50,2.47,OTF Snack Box Fresh Seasonal Berries,4104 - Grab & Go Food Sales,FALSE
434,OTF Snack Box Good Morning,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.2717,50,3.41,OTF Snack Box Good Morning,4104 - Grab & Go Food Sales,FALSE
433,OTF Snack Box Hard Boiled Eggs,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.2056,50,3.31,OTF Snack Box Hard Boiled Eggs,4104 - Grab & Go Food Sales,FALSE
38,OTF Snack Box Hummus & Veggies,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.075,50,3.11,OTF Snack Box Hummus & Veggies,4104 - Grab & Go Food Sales,FALSE
515,OTF Snack Box Pineapple Melon Fruit Cup,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.9378,50,4.41,OTF Snack Box Pineapple Melon Fruit Cup,4104 - Grab & Go Food Sales,FALSE
18,OTF Snack Box Protein,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.6038,50,3.91,OTF Snack Box Protein,4104 - Grab & Go Food Sales,FALSE
5,OTF Snack Box Seedless Grapes,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.6512,50,2.48,OTF Snack Box Seedless Grapes,4104 - Grab & Go Food Sales,FALSE
431,OTF Southwest Turkey Salad,Recipe,,TRUE,Grab & Go,Each,Each,,2.4941,50,3.74,OTF Southwest Turkey Salad,4104 - Grab & Go Food Sales,FALSE
524,OTF Strawberry Cream Cake,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,2.3958,50,3.59,OTF Strawberry Cream Cake,4108 - Bakeshop Pastry Sales,FALSE
525,OTF Tiramisu,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.6646,50,2.5,OTF Tiramisu,4108 - Bakeshop Pastry Sales,FALSE
432,OTF Turkey Grain Salad,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.9695,50,4.45,OTF Turkey Grain Salad,4104 - Grab & Go Food Sales,FALSE
506,OTF Vegan Bran Muffin,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,0.9774,50,1.47,OTF Vegan Bran Muffin,4108 - Bakeshop Pastry Sales,FALSE
17,OTF Wrap Buffalo Chicken,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.1442,50,3.22,OTF Wrap Buffalo Chicken,4104 - Grab & Go Food Sales,FALSE
26,OTF Wrap Chicken & Kale Caesar,Recipe,,TRUE,Grab & Go,Each,Each,,3.0092,50,4.51,OTF Wrap Chicken & Kale Caesar,4104 - Grab & Go Food Sales,FALSE
27,OTF Wrap Turkey & Artichoke,Recipe,,TRUE,Grab & Go,Each,Each,OTF CATALOG,2.0183,50,3.03,OTF Wrap Turkey & Artichoke,4104 - Grab & Go Food Sales,FALSE
25,OTF Yogurt Parfait,Recipe,,TRUE,Grab & Go,Each,Each,"PREP CATALOG (LF) ***11AM CUTOFF FOR NEXT DAY DELIVERY***, OTF CATALOG",1.7241,50,2.59,OTF Yogurt Parfait,4104 - Grab & Go Food Sales,FALSE
552,OTF Zucchini Bread,Recipe,,TRUE,Pastry,Each,Each,OTF CATALOG,1.137,50,1.71,OTF Zucchini Bread,4108 - Bakeshop Pastry Sales,FALSE
367,PAPER Business Cards,Purchase,,TRUE,Retail,Case - 100/CT,Case - 100/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Business Cards,7193 - Paper Products,FALSE
369,PAPER Catering Flyer,Purchase,,TRUE,Retail,Case - 100/CT,Case - 100/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Catering Flyer,7193 - Paper Products,FALSE
366,PAPER Coffee Bags with Stickers,Purchase,,TRUE,Retail,Case - 100/CT,Case - 100/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Coffee Bags with Stickers,7193 - Paper Products,FALSE
360,PAPER Expo Sticker AM Sammies,Purchase,,TRUE,Retail,Case - 500/CT,Case - 500/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Expo Sticker AM Sammies,7193 - Paper Products,FALSE
365,PAPER Expo Sticker Blank,Purchase,,TRUE,Retail,Case - 500/CT,Case - 500/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Expo Sticker Blank,7193 - Paper Products,FALSE
364,PAPER Expo Sticker Breakfast,Purchase,,TRUE,Retail,Case - 500/CT,Case - 500/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Expo Sticker Breakfast,7193 - Paper Products,FALSE
363,PAPER Expo Sticker Salad,Purchase,,TRUE,Retail,Case - 500/CT,Case - 500/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Expo Sticker Salad,7193 - Paper Products,FALSE
362,PAPER Expo Sticker Sandwich,Purchase,,TRUE,Retail,Case - 500/CT,Case - 500/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Expo Sticker Sandwich,7193 - Paper Products,FALSE
361,PAPER Expo Sticker Shareables,Purchase,,TRUE,Retail,Case - 500/CT,Case - 500/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Expo Sticker Shareables,7193 - Paper Products,FALSE
370,PAPER Gift Card with Envelope,Purchase,,TRUE,Retail,Case - 25/CT,Case - 25/CT,RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,1,1,PAPER Gift Card with Envelope,7193 - Paper Products,FALSE
306,PAPER Logo Coffee Sleeves,Purchase,,TRUE,Retail,Pack (1000 CT),Pack (1000 CT),RETAIL CATALOG ***MONDAY FOR TUESDAY 11AM CUTOFF***,0,10,10,PAPER Logo Coffee Sleeves,7193 - Paper Products,FALSE
368,PAPER Yellow Round O&F Sticker,Purchase,,TRUE,Retail,Case - 100/CT,Case - 100/CT,,0,4.1,4.1,PAPER Yellow Round O&F Sticker,7193 - Paper Products,FALSE
477,PASTRY Bread Banana (MINI),Recipe,,TRUE,Pastry,Each,Pack (12 CT),,6.6341,50,9.95,PASTRY Bread Banana (MINI),4108 - Bakeshop Pastry Sales,FALSE
476,PASTRY Bread Lemon Poppyseed (MINI),Recipe,,TRUE,Pastry,Each,Pack (12 CT),,4.1025,50,6.15,PASTRY Bread Lemon Poppyseed (MINI),4108 - Bakeshop Pastry Sales,FALSE
478,PASTRY Bread Pumpkin (MINI),Recipe,,TRUE,Pastry,Each,Pack (12 CT),,9.4838,50,14.23,PASTRY Bread Pumpkin (MINI),4108 - Bakeshop Pastry Sales,FALSE
479,PASTRY Bread Zucchini (MINI),Recipe,,TRUE,Pastry,Each,Pack (12 CT),,7.2839,50,10.93,PASTRY Bread Zucchini (MINI),4108 - Bakeshop Pastry Sales,FALSE
52,PASTRY Cinnamon Roll,Recipe,,TRUE,Pastry,Each,Pack (4 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,5.2417,50,7.86,PASTRY ITEM Cinnamon Roll,4108 - Bakeshop Pastry Sales,FALSE
78,PASTRY Croissant Almond,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,8.5663,50,12.85,PASTRY ITEM Croissant Almond,4108 - Bakeshop Pastry Sales,FALSE
45,PASTRY Croissant Ham & Cheese,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,10.2331,50,15.35,PASTRY ITEM Croissant Ham & Cheese,4108 - Bakeshop Pastry Sales,FALSE
429,PASTRY Dog Treat,Recipe,,TRUE,Pastry,Each,Dozen,PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,2.9508,50,4.43,PASTRY Dog Treat,4201 - Retail Food Sales,FALSE
490,PASTRY ITEM Assorted Chocolate Dipped Pretzels,Recipe,,TRUE,Pastry,Each,Case - 6/Pack (3CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,0,50,0,PASTRY ITEM Assorted Chocolate Dipped Pretzels,4108 - Bakeshop Pastry Sales,FALSE
70,PASTRY ITEM Bar Fruit Crumble,Recipe,,FALSE,,Each,Pack (6 CT),,8.9825,50,13.47,PASTRY ITEM Bar Fruit Crumble,4100 - Food Sales,FALSE
469,"PASTRY ITEM Black Forest Cake (3"")",Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,12.3616,50,18.54,"PASTRY ITEM Black Forest Cake (3"")",4108 - Bakeshop Pastry Sales,FALSE
87,"PASTRY ITEM Brownie ""OMG"" Smores",Recipe,,FALSE,Pastry,Each,Pack (6 CT),,11.3088,50,16.96,"PASTRY ITEM Brownie ""OMG"" Smores",4108 - Bakeshop Pastry Sales,FALSE
77,"PASTRY ITEM Cake Birthday (3"")",Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,11.7843,50,17.68,"PASTRY ITEM Cake Birthday (3"")",4108 - Bakeshop Pastry Sales,FALSE
465,PASTRY ITEM Cake Carrot Rectangle,Recipe,,TRUE,Pastry,Each,Pack (8 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,10.334,50,15.5,PASTRY ITEM Cake Carrot Rectangle,4108 - Bakeshop Pastry Sales,FALSE
466,"PASTRY ITEM Cake German Chocolate (3"")",Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,12.2174,50,18.33,"PASTRY ITEM Cake German Chocolate (3"")",4108 - Bakeshop Pastry Sales,FALSE
64,PASTRY ITEM Cake Jar Mary's Banana Pudding,Recipe,,FALSE,,Each,Pack (6 CT),,4.063,50,6.09,PASTRY ITEM Cake Jar Mary's Banana Pudding,4100 - Food Sales,FALSE
480,PASTRY ITEM Cake Red Velvet Rectangle,Recipe,,TRUE,Pastry,Each,Pack (8 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,19.863,50,29.79,PASTRY ITEM Cake Red Velvet Rectangle,4108 - Bakeshop Pastry Sales,FALSE
471,PASTRY ITEM Cake Strawberry Cream Rectangle,Recipe,,TRUE,Pastry,Each,Pack (8 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,14.9264,50,22.39,PASTRY ITEM Cake Strawberry Cream Rectangle,4108 - Bakeshop Pastry Sales,FALSE
54,PASTRY ITEM Cheesecake Fruit Topped,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,8.5569,50,12.84,PASTRY ITEM Cheesecake Fruit Topped,4108 - Bakeshop Pastry Sales,FALSE
573,PASTRY ITEM Chocolate Dipped Strawberries,Recipe,,TRUE,,Each,Each,,0,0,0,PASTRY ITEM Chocolate Dipped Strawberries,4101 - Pastry Sales,FALSE
572,PASTRY ITEM Chocolate Dipped Strawberries (6 Pack),Recipe,,TRUE,,Pack (6 CT),Pack (6 CT),,0,0,0,PASTRY ITEM Chocolate Dipped Strawberries (6 Pack),4101 - Pastry Sales,FALSE
68,PASTRY ITEM Coffee Cake,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,6.3265,50,9.49,PASTRY ITEM Coffee Cake,4108 - Bakeshop Pastry Sales,FALSE
80,"PASTRY ITEM Cookie Big ""O""",Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,8.0315,50,12.05,"PASTRY ITEM Cookie Big ""O""",4108 - Bakeshop Pastry Sales,FALSE
470,PASTRY ITEM Cream Puff Large,Recipe,,TRUE,Pastry,Each,Pack (12 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,12.4479,50,18.67,PASTRY ITEM Cream Puff Large,4108 - Bakeshop Pastry Sales,FALSE
74,PASTRY ITEM Croissant Cherry Almond,Recipe,,FALSE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,6.4493,50,9.67,PASTRY ITEM Croissant Cherry Almond,4108 - Bakeshop Pastry Sales,FALSE
475,PASTRY ITEM Croissant Chocolate Almond,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,10.9307,50,16.4,PASTRY ITEM Croissant Chocolate Almond,4108 - Bakeshop Pastry Sales,FALSE
492,PASTRY ITEM Cupcake Christmas Tree,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,0,50,0,PASTRY ITEM Cupcake Christmas Tree,4108 - Bakeshop Pastry Sales,FALSE
491,PASTRY ITEM Cupcake Hanukkah,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,0,50,0,PASTRY ITEM Cupcake Hanukkah,4108 - Bakeshop Pastry Sales,FALSE
493,PASTRY ITEM Cupcake Snowman,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,0,50,0,PASTRY ITEM Cupcake Snowman,4108 - Bakeshop Pastry Sales,FALSE
63,PASTRY ITEM Danish Apple,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,2.8546,50,4.28,PASTRY ITEM Danish Apple,4108 - Bakeshop Pastry Sales,FALSE
62,PASTRY ITEM Danish Blueberry,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,3.106,50,4.66,PASTRY ITEM Danish Blueberry,4108 - Bakeshop Pastry Sales,FALSE
61,PASTRY ITEM Danish Cherry,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,3.5695,50,5.35,PASTRY ITEM Danish Cherry,4108 - Bakeshop Pastry Sales,FALSE
50,PASTRY ITEM Danish Croque Madame,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,5.8261,50,8.74,PASTRY ITEM Danish Croque Madame,4108 - Bakeshop Pastry Sales,FALSE
46,PASTRY ITEM Danish Shakshuka,Recipe,,TRUE,Pastry,Each,Pack (3 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,6.5918,50,9.89,PASTRY ITEM Danish Shakshuka,4108 - Bakeshop Pastry Sales,FALSE
60,PASTRY ITEM Handpie Apple,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,3.9806,50,5.97,PASTRY ITEM Handpie Apple,4108 - Bakeshop Pastry Sales,FALSE
58,PASTRY ITEM Handpie Cherry,Recipe,,FALSE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,5.4106,50,8.12,PASTRY ITEM Handpie Cherry,4108 - Bakeshop Pastry Sales,FALSE
48,PASTRY ITEM Handpie Green Chili,Recipe,,TRUE,Pastry,Each,Pack (6 CT),,4.6046,50,6.91,PASTRY ITEM Handpie Green Chili,4108 - Bakeshop Pastry Sales,FALSE
489,PASTRY ITEM Handpie Peach,Recipe,,FALSE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,3.9609,50,5.94,PASTRY ITEM Handpie Peach,4108 - Bakeshop Pastry Sales,FALSE
468,PASTRY ITEM Matcha Milk Cake,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,5.5009,50,8.25,PASTRY ITEM Matcha Milk Cake,4108 - Bakeshop Pastry Sales,FALSE
65,PASTRY ITEM Oatmeal Creme Pie,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,4.754,50,7.13,PASTRY ITEM Oatmeal Creme Pie,4108 - Bakeshop Pastry Sales,FALSE
67,PASTRY ITEM Pecan Sticky Bun,Recipe,,TRUE,Pastry,Each,Pack (4 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,12.4925,50,18.74,PASTRY ITEM Pecan Sticky Bun,4108 - Bakeshop Pastry Sales,FALSE
483,PASTRY ITEM Pie Caramel Apple (GF)(Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,9.977,100,19.95,PASTRY ITEM Pie Caramel Apple (GF)(Whole),4108 - Bakeshop Pastry Sales,FALSE
485,PASTRY ITEM Pie Caramel Apple (Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,6.7655,100,13.53,PASTRY ITEM Pie Caramel Apple (Whole),4108 - Bakeshop Pastry Sales,FALSE
484,PASTRY ITEM Pie Pumpkin (GF)(Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0,100,0,PASTRY ITEM Pie Pumpkin (GF)(Whole),4108 - Bakeshop Pastry Sales,FALSE
487,PASTRY ITEM Pie Pumpkin (Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0,100,0,PASTRY ITEM Pie Pumpkin (Whole),4108 - Bakeshop Pastry Sales,FALSE
482,PASTRY ITEM Pie Smores (GF)(Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0,100,0,PASTRY ITEM Pie Smores (GF)(Whole),4108 - Bakeshop Pastry Sales,FALSE
488,PASTRY ITEM Pie Smores (Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0,100,0,PASTRY ITEM Pie Smores (Whole),4108 - Bakeshop Pastry Sales,FALSE
486,PASTRY ITEM Pie Toffee Pecan (GF)(Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0,100,0,PASTRY ITEM Pie Toffee Pecan (GF)(Whole),4108 - Bakeshop Pastry Sales,FALSE
481,PASTRY ITEM Pie Toffee Pecan (Whole),Recipe,,TRUE,Pastry,Each,Each,MNKY ITEMS ***ADMIN USE ONLY***,0,100,0,PASTRY ITEM Pie Toffee Pecan (Whole),4108 - Bakeshop Pastry Sales,FALSE
59,PASTRY ITEM Poptart Nutella,Recipe,,FALSE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,7.0239,50,10.54,PASTRY ITEM Poptart Nutella,4108 - Bakeshop Pastry Sales,FALSE
57,PASTRY ITEM Poptart Strawberry,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,7.8231,50,11.73,PASTRY ITEM Poptart Strawberry,4108 - Bakeshop Pastry Sales,FALSE
44,PASTRY ITEM Pot Pie Pork Green Chili,Recipe,,TRUE,Pastry,Each,Pack (6 CT),PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***,19.982,50,29.97,PASTRY ITEM Pot Pie Pork Green Chili,4108 - Bakeshop Pastry Sales,FALSE
473,"PASTRY ITEM Quiche Florentine (9"")",Recipe,,TRUE,Prepped Food,Each,Each,,15.7681,50,23.65,"PASTRY ITEM Quiche Florentine (9"")",4108 - Bakeshop Pastry Sales,FALSE
43,PASTRY ITEM Quiche Florentine (IND),Recipe,,TRUE,Pastry,Each,Pack (6 CT),"PASTRY CATALOG ***2PM CUTOFF FOR NEXT DAY DELIVERY***, MNKY ITEMS ***ADMIN USE ONLY***",24.8565,50,37.28,PASTRY ITEM Quiche Florentine (IND),4108 - Bakeshop Pastry Sales,FALSE
474,"PASTRY ITEM Quiche Lorraine (9"")",Recipe,,TRUE,Prepped Food,Each,Each,,15.8405,50,23.76,"PASTRY ITEM Quiche Lorraine (9"")",4108 - Bakeshop Pastry Sales,FALSE
